# PROVENANCE MAP — one row per ledger section (§685.5 / §687; machine-derived, ADDITIVE, never a rewrite of history)
# status: OPUS-TEXT/FABLE-TEXT = the section's own header names a seat · TRAILER-* = recovered from the
# introducing commit's Co-Authored-By (the §685.5(ii) route, validated 26/28 at the §238–§274 boundary)
# UNKNOWN = neither channel names a seat — these are what the owner's rule leaves genuinely owed.
#   reproduces every committed row byte-for-byte — see tests/scripts/provenanceMap.test.js arm 1)
# Regenerate: node scripts/audit/provenance-map.mjs --map docs/PROVENANCE_MAP.tsv --write docs/PROVENANCE_MAP.tsv
# Walked at: refs/heads/review-fixes-2026-07-08 = d6828148df837d5dc0ccc7ed742197dd13b65a9c (rows are ADDITIVE; the generator REFUSES to write unless it first
#   reproduces every committed row byte-for-byte — see tests/scripts/provenanceMap.test.js arm 1)
section	odq_line	status	trailer	intro_commit	discharge	header
§303	12544	FABLE-TEXT	NONE	3e70315ec		§303 · MF-D1 COLLECTED — ALL FIVE FOUNDATIONS BUILT AT ZERO BYTES; THE TEN RAISED ITEMS RULED; FRESH W3 DISPAT
§304	12656	FABLE-TEXT	NONE	d4bc07bcc		§304 · OWNER ORDER: THE CHAIR'S FIVE FORWARD CHANGES ARE IMPLEMENTED ("Do these", 2026-08-21; chair: FABLE)
§305	12720	FABLE-TEXT	NONE	b179879df		§305 · RS-4 IS COMPLETE — THE FULL GRID PROVES THE COLLAPSE GONE; §272.5's DEMAND IS DISCHARGED AND THE P4 ARC
§306	12765	FABLE-TEXT	NONE	e60bc1924		§306 · MF-CB1 COLLECTED — THE COUNTERFACTUAL BENCHMARK EXISTS, CONVICTS, AND CAUGHT THREE ENGINE FINDINGS ON I
§307	12834	FABLE-TEXT	NONE	5be2075ad		§307 · MF-I1 COLLECTED — G-39 IS REFUTED BY ITS OWN PRE-REGISTERED RULE; THE MUSH PROGRAM GETS A MEASURED TARG
§308	12908	FABLE-TEXT	NONE	6ee6dff3c		§308 · TC-WF COLLECTED AND THE WF FAMILY LAW IS SIGNED AND LANDED — THE VOLUME'S COPY DIVERGENCE IS CLOSED, TH
§309	12970	FABLE-TEXT	NONE	c5ba15e43		§309 · TC-WF1B COLLECTED — THE ONE-MEMBER CHARTER REFUSED BY ARITHMETIC, THE SPLIT AMENDED, AND THE BEAT RE-FI
§310	13020	FABLE-TEXT	NONE	18b1ca8cd		§310 · MF-W3F COLLECTED — FRESH W3 SEALS: THE FOSSILS ENTER THE DERIVATION, ALL FIVE SW-1 CRITERIA PASS, THE E
§311	13107	UNKNOWN	NONE	c64bf4b2a		§311 · OWNER DESIGN DIRECTIVE — THE UNDERCITY IS SEEDED, CAUSAL, AND PROPORTIONAL (2026-08-21, in-chat; chair 
§312	13318	FABLE-TEXT	NONE	163dc74ee		§312 · TC-D3A COLLECTED — THE PORT PLAN IS PRICED (16 MEMBERS), THREE RULINGS MADE, AND THE SANDBOX EVIDENCE I
§313	13381	FABLE-TEXT	NONE	efc6836c4		§313 · TE-WF1B COLLECTED — WF-1B IS BUILT AND PROVEN; THE ONE DETERMINISTIC RED WAS THE CHAIR'S OWN PREAMBLE, 
§314	13436	FABLE-TEXT	NONE	c27e3d57d		§314 · THE EXPOSURE DAY CLOSES ITS LOOP — WF-1B LIVE, THE MAP FAMILY LAW LANDED, RS-5 UP, THE FIRST PORT EXECU
§315	13481	FABLE-TEXT	NONE	bfe9087fd		§315 · TE-T2A COLLECTED FULLY GREEN — THE FIRST PORT MEMBER IS TERMINAL, THE PREAMBLE'S SELF-CONTRADICTION IS 
§316	13535	FABLE-TEXT	NONE	e1054685b		§316 · TC-WF1C COLLECTED — ONE MEMBER, ZERO OVERRIDES, THE REGISTRY STOP MEASURED NOT TO FIRE, AND THE TIDY DE
§317	13589	FABLE-TEXT	NONE	0063e38c6		§317 · THE QUEUED WEBSITE WORK OPENS AS A THIRD TRACK — THE NOTICES SURFACE DISPATCHES; THE OWNER BATCH'S TRUE
§318	13633	FABLE-TEXT	NONE	f40f2ebbf		§318 · THE ARROW/RIBBON ANSWERED — THE V5 BANK PURGED A SECOND TIME AND ITS RECOVERY DISPATCHED; THE LANDING-P
§319	13672	FABLE-TEXT	NONE	b228a52ca		§319 · V5-R COLLECTED — THE COUNSEL BANK RECOVERED BYTE-EXACT AND PRESERVED; §121's RECORD CORRECTED ON THREE 
§320	13726	FABLE-TEXT	NONE	230a34b58		§320 · TE-LANDING COLLECTED — THE RIGHT ZERO: THE PAGE IS ALREADY BUILT AND THE SPEC IS ITS ORIGIN DOCUMENT; T
§321	13780	FABLE-TEXT	NONE	583abb22f		§321 · TC-WF1D COLLECTED — THE JOIN FITS AT NET ZERO AND THE STOP NEVER FIRES; THE DEAD CHRONICLE ROW REFUSED;
§322	13832	UNKNOWN	NONE	8975083e2		§322 — COLLECTION: TE-T2B TERMINAL (map port member 2); CAS HELD BEHIND WF-1C (2026-08-21 ~15:12)
§323	13866	UNKNOWN	NONE	e30147a43		§323 — COLLECTION: TE-NOTICES COMPLETE, GREEN, UNCOMMITTED BY DESIGN; SLOT UNCHANGED (LAST) (2026-08-21 ~15:18
§324	13901	UNKNOWN	NONE	4b73034d7		§324 — COLLECTION + CAS: WF-1C LANDED; THE CASCADE ADVANCES (2026-08-21 ~15:24)
§325	13935	UNKNOWN	NONE	4e020b60b		§325 — COLLECTION + CAS: MF-T2B LANDED REBASED, WITH THE FENCE AMENDMENT; TWO NEW HAZARD CLASSES (2026-08-21 ~
§326	13968	UNKNOWN	NONE	4d264f6de		§326 — PARALLELISM AUDIT (owner query) + CHAIR-PLANE SPIN-UP (2026-08-21 ~16:05)
§326.4	13986	UNKNOWN	NONE	416d011ce		§326.4 — RAISED-4 DISPOSITION: TWO FALSIFIED LANDED SENTENCES BATCHED ONTO WF-1E (2026-08-21 ~17:25)
§327	14000	UNKNOWN	NONE	7df05190e		§327 — COLLECTION + CAS: THE NOTICES SURFACE LANDED; THE OFL BODY FETCHED BY CHAIR; COMPLETION SEQUENCED LAST 
§328	14032	UNKNOWN	NONE	e7e3917ec		§328 — MF-T2C COMPILE COLLECTED AND CHAIR-REVIEWED; FIVE RULINGS; DISPATCH SEQUENCED (2026-08-21 ~18:00)
§329	14067	UNKNOWN	NONE	31fb011a3		§329 — COLLECTION + CAS: WF-1D LANDED — THE CASCADE'S LAST FULL GATE IS GREEN (2026-08-21 ~18:45)
§330	14096	UNKNOWN	NONE	4a1d249eb		§330 — COLLECTION + CAS: THE OFL COMPLETION LANDED; RS-5 RESUMED; TE-T2C DISPATCHED (2026-08-21 ~19:15)
§331	14132	UNKNOWN	NONE	b60bfb839		§331 — T2C'S TERMINAL HOLD REFUTED BY TWO INSTRUMENTS; GO ISSUED; STANDING FINDINGS (2026-08-21 ~19:58)
§332	14165	UNKNOWN	NONE	51fb34785		§332 — COLLECTION + CAS: MF-T2C LANDED 18/18; THE INSTRUMENT LAW BANKED; NEXT-WAVE COMPILES SPAWNED (2026-08-2
§333	14194	UNKNOWN	NONE	05348227b		§333 — WF-1E COMPILE COLLECTED AND CHAIR-REVIEWED; FIVE RULINGS; Q4 RULED (2026-08-21 ~20:50)
§334	14225	UNKNOWN	NONE	94f3aba81		§334 — MF-T2D COMPILE COLLECTED AND CHAIR-REVIEWED; SIX RULINGS (2026-08-21 ~21:20)
§335	14265	UNKNOWN	NONE	281d79476		§335 — OWNER PARALLELISM QUERY #2: THE UI STREAM SPUN UP (2026-08-21 ~21:40)
§336	14278	UNKNOWN	NONE	256b64bfc		§336 — THE OWNER'S BLANKET GRANT INTERPRETED; THE DELEGATED DECISION SITTING CHARTERED (2026-08-21 ~22:00)
§337	14296	UNKNOWN	NONE	d236c7c5d		§337 — OWNER DIRECTIVE: IMPLEMENTATION DOES NOT WAIT ON THE SOAK; BOTH EXECUTORS DISPATCHED (2026-08-21 ~22:10
§338	14316	UNKNOWN	NONE	e7a0ad9da		§338 — THE UI COHORT'S LAST OPEN RULING (C, eventLog) RULED; MEMORY CORRECTED; TWO ITEMS DOCKETED (2026-08-21 
§339	14355	UNKNOWN	NONE	c3768ce47		§339 — RS-5 COMPLETE: 162/162, THE GRID IS CLEAN; ONE WALL-TIME ASSERTION UNDER ATTRIBUTION (2026-08-21 ~22:50
§340	14379	UNKNOWN	NONE	d9343d53f		§340 — THE RS-5 PROGRAM CLOSES: THE ONE FINDING IS A CONFIRMED HOST ARTIFACT; EVERYTHING PRESERVED (2026-08-21
§341	14401	UNKNOWN	NONE	5b6b0f080		§341 — OWNER DIRECTIVE: THE 300-YEAR TUNING PASS GAINS A MAP LEG (2026-08-21 ~23:25)
§342	14427	UNKNOWN	NONE	5091ee723		§342 — COLLECTION + CAS: WF-1E LANDED — THE FAITH PANEL SAYS WHY (2026-08-22 ~00:20)
§343	14455	UNKNOWN	NONE	b4207a348		§343 — OWNER RULE CHANGE: IMPLEMENTATION MAY BE DEFERRED TO FABLE AT CHAIR DISCRETION, APPROPRIATELY (2026-08-
§344	14493	UNKNOWN	NONE	832273842		§344 — OWNER PARALLELISM QUERY #3: EVERY FREE SEAT FILLED (2026-08-22 ~01:05)
§345	14508	UNKNOWN	NONE	f38101d85		§345 — COLLECTION + CAS: MF-T2D LANDED — THE DAY CLOSES AT EIGHT; D3a's CORE IS COMPLETE (2026-08-22 ~01:40)
§346	14537	UNKNOWN	NONE	68b2a9545		§346 — MEAS-MINKEYS COLLECTED: THE §338.1 CURE PATH IS REFUTED BY MEASUREMENT; THE OSR RE-FREEZE IS OWED (2026
§347	14575	UNKNOWN	NONE	0ab3d6553		§347 — OWNER ORDER: THE SELF-REFILLING LANE SCHEDULER (2026-08-22 ~02:35)
§348	14604	UNKNOWN	NONE	fac72b074		§348 — TC-T2E COLLECTED: THE DISPATCH'S CANDIDATES REFUTED, MEMBER 5 RATIFIED; TE-T2E DISPATCHED (2026-08-22 ~
§349	14644	UNKNOWN	NONE	c1302171d		§349 — TC-OSR9 COLLECTED: THE MINT CHARTER RATIFIED WITH ALL SIX JUDGMENTS; TE-OSR9 DISPATCHED (2026-08-22 ~03
§350	14676	UNKNOWN	NONE	f46837bdd		§350 — TC-WF8 COLLECTED: FOUR RULINGS INCLUDING A SIGNED VALUE; A §321.2a PREMISE CORRECTED; TE-WF8 DISPATCHED
§351	14710	UNKNOWN	NONE	2c91d8eaf		§351 — TE-T2E MID-LANE COLLECTION: THE SPEC ANCHOR CURED; THE MUTEX DEFECT FOUND AND ITS CLEARANCE RATIFIED (2
§352	14738	UNKNOWN	NONE	3e367e22a		§352 — COLLECTION + CAS: WF-1F LANDED (THE CLOSING TRAIN'S FIRST CAR); A MUTEX-ECOLOGY RULE (2026-08-22 ~05:20
§353	14767	UNKNOWN	NONE	bfb844385		§353 — OSR9'S STRUCTURAL RAISE RULED: THE MINT GOES LAST; THE UN-CHERRY-PICKABLE-MINT LAW BANKED (2026-08-22 ~
§354	14827	UNKNOWN	NONE	140e0395e		§354 — T2E AT THE DOOR: GO ISSUED WITH THE LOCK PICTURE; J-TET2E-1 RATIFIED; A VALIDATOR GAP QUEUED (2026-08-2
§355	14850	UNKNOWN	NONE	60a27ff6c		§355 — THE VARYING-CAST FINDING: THE SUITE'S FULL-RUN CONTEXT IS INTERMITTENTLY CONTAMINATED; THE PROTOCOL AND
§356	14888	UNKNOWN	NONE	fa074e416		§356 — WF-8A PARKED AT THE STAND-DOWN: THE FALSE-RECEIPT CURE RATIFIED; THE HAND-COPY OVERRIDE; THE BANKED-COU
§357	14928	UNKNOWN	NONE	687d5620f		§357 — HUNT-1'S MECHANISM: THE 'CONTAMINATION' IS TIMEOUT EXHAUSTION MASKED BY AN EVIDENCE-DELETING INSTRUMENT
§358	14959	UNKNOWN	NONE	48fc08842		§358 — HUNT-1 FINAL: THE MECHANISM CONFIRMED PER-STRAY; A RETRACTION THAT SHARPENS THE CURE; THE PROTOCOL SIMP
§359	14991	UNKNOWN	NONE	ab842af44		§359 — THE DELEGATED DECISION SITTING (§336.1 EXECUTED): ELEVEN RULINGS, SEVEN STAY-OWNER ITEMS; THE §187 BATC
§360	15049	UNKNOWN	NONE	a35a54bf1		§360 — OWNER DIRECTIVE: THE ATLAS RESEARCH FEEDS THE DOSSIER PROSE; THE CONTENT TRAIN CHARTERED (2026-08-22 ~1
§361	15074	UNKNOWN	NONE	2baa03025		§361 — THE CONTENT TRAIN ARCHITECTED AND SLOTTED (owner: "comprehensively architect it in") (2026-08-22 ~14:20
§362	15107	UNKNOWN	NONE	a4f09e810		§362 — THE SIGNATURE GRANT APPLIED: THREE SIGNATURES LAND; THE NON-SIGNATURE ITEMS NAMED PLAINLY; ONE REGISTER
§363	15143	UNKNOWN	NONE	c55cf412b		§363 — LP-RECON COLLECTED: A STALE QUEUE ROW STRUCK, THE DROPPED §320.3 THREAD RULED, A MEMORY CORRECTED, THE 
§364	15176	UNKNOWN	NONE	1349f8e84		§364 — TC-HOUSE REVIEWED AND RULED; H7 ADDED; TE-HOUSE SLOTTED POST-WF-8A; TC-DOSSIER TAKES THE FREED SEAT (20
§365	15206	UNKNOWN	NONE	6b933f527		§365 — OWNER CHALLENGE #4: THE D3a PORT TRAIN STARTS NOW; THE SEAT ACCOUNTING CORRECTED (2026-08-22 ~16:40)
§366	15227	UNKNOWN	NONE	aaf8aac26		§366 — OWNER ORDER: THE SCHEDULER TIED TO THE WAKEUP; CADENCE 30 → 20 MINUTES (2026-08-22 ~17:00)
§367	15243	UNKNOWN	NONE	990c7cf87		§367 — TWO OPEN LANES FILLED FROM THE QUEUE (owner order); THE ZSH LESSON BIT THE CHAIR (2026-08-22 ~17:10)
§368	15261	UNKNOWN	NONE	aa7631ce7		§368 — COLLECTION + CAS: MF-T2E LANDED ON THE QUIET DRAW; THE +7 CROSS-CHECK; WF-8 ACTIVATES (2026-08-22 ~17:5
§369	15287	UNKNOWN	NONE	534843010		§369 — TC-READREPAIR RULED: DELETION BY GENESIS PROOF; A POSSIBLE EDIT-LOSS PATH ESCALATED TO ITS OWN LANE (20
§370	15314	UNKNOWN	NONE	4a0991552		§370 — OWNER ORDER: HARD CAP FOUR ACTIVE LANES (2026-08-22 ~18:40)
§371	15324	UNKNOWN	NONE	bc0157c76		§371 — TC-T2F RULED: SEVEN RULINGS; TE-T2F DISPATCHED ON THE FREED SEAT (2026-08-22 ~19:00)
§372	15353	UNKNOWN	NONE	fb54f6fb4		§372 — MEAS-DUALRUN PHASE 1 COLLECTED: THE SEPARATOR DEFECT CHARTERED; THE §312.2c SCOPE CORRECTED; THE LANE P
§373	15386	UNKNOWN	NONE	701a8b1bb		§373 — INV-DESC CONFIRMED, WIDER THAN RAISED: 933 AUTHORED DESCRIPTIONS INVISIBLE ON THE PAID SURFACE; RR-2 CH
§374	15420	UNKNOWN	NONE	8563b9425		§374 — TC-RR2 RULED AS COMPILED; TC-T2G DISPATCHED TO KEEP THE PORT PIPELINE FULL (2026-08-22 ~20:50)
§375	15442	UNKNOWN	NONE	7cc37b08e		§375 — T2G RULED (THE REMOVAL MEMBER); THE DOSSIER COMPILE DECLARED SILENTLY LOST AND RE-DISPATCHED (2026-08-2
§376	15470	UNKNOWN	NONE	bc842d51c		§376 — COLLECTION + CAS: WF-8A LANDED — THE WORLD WRITES OBITUARIES; THE MINT'S WINDOW OPENS (2026-08-22 ~02:5
§377	15496	UNKNOWN	NONE	fe5955557		§377 — CT-0 COLLECTED WITH A CHAIR-CAUGHT PIN ERROR: THE LEDGER-IS-NOT-THE-BUILD-TREE LAW (2026-08-22 ~03:55)
§378	15520	UNKNOWN	NONE	e7cda904c		§378 — CT-0 RATIFIED AFTER THE PIN CORRECTION; THE R-4 HYPOTHESIS REFUTED BY GREP; TE-CT1a DISPATCHED (2026-08
§379	15546	UNKNOWN	NONE	c10acf31d		§379 — T2G'S STOP-RAISE RULED: THE RETIREMENT ONE-WAY RATCHET, DISCHARGED BY NOTE NOW AND BY LAW NEXT (2026-08
§380	15576	UNKNOWN	NONE	04a867823		§380 — COLLECTION + CAS: THE OSR-9 MINT LANDED; THE CLOSING TRAIN IS COMPLETE; THE WINDOW CLOSES (2026-08-22 ~
§381	15609	UNKNOWN	NONE	645884864		§381 — COLLECTION + CAS: MF-T2F LANDED — THE EXACT-LEGALITY PORT; THE PORT TRAIN'S FIRST GATED CAR (2026-08-22
§382	15644	UNKNOWN	NONE	057c3ed55		§382 — COLLECTION + CAS: MF-T2G LANDED — THE REMOVAL MEMBER; THE TAIL LAW'S THIRD FACE (2026-08-22 ~11:05)
§383	15668	UNKNOWN	NONE	911cfec10		§383 — COLLECTION + CAS: CT-1a LANDED — THE FIRST ATLAS PROSE; THE CONTENT TRAIN'S FIRST CAR (2026-08-22 ~11:5
§384	15694	UNKNOWN	NONE	ed46a8e74		§384 — RR-1's STOP-RAISE RULED: THE ENVELOPE BREAK ATTRIBUTED TO CT-1a's LAWFUL LANDING; THE QUEUE RE-SEQUENCE
§385	15731	UNKNOWN	NONE	c2a3f274c		§385 — COLLECTION + CAS: THE HOUSEKEEPING BUNDLE LANDED — NINE REPAIRS AND THE DISCHARGE LAW; H8 CONVICTED, SP
§386	15769	UNKNOWN	NONE	25fec8ac4		§386 — COLLECTION + CAS: THE RATCHET CURE LANDED — GATES SAY WHAT THEY MEAN; THE §357 ARC CLOSES (2026-08-22 ~
§387	15800	UNKNOWN	NONE	0459addd3		§387 — OWNER CHALLENGE #5: THE WINDOW BLOCKS LANDINGS, NOT BUILDS — THREE SEATS FILLED (2026-08-22 ~16:00)
§388	15819	UNKNOWN	NONE	59bbd0e53		§388 — OWNER ORDER: PARALLEL ALWAYS, WHERE A LANE IS FREE AND A TRAIN IS READY; THE WAKEUP RE-MINTED WITH THE 
§389	15837	UNKNOWN	NONE	868d67cc1		§389 — THE ENVELOPE QUESTION SETTLED BY DISCRIMINATOR; §384 STANDS; NEW LAW: READER NEUTRALITY ≠ ENVELOPE NEUT
§390	15872	UNKNOWN	NONE	83c759ce4		§390 — T2Bf COLLECTED: BUILT + FULL-GATE GREEN, HOLDING FOR THE WINDOW; ONE JUDGMENT RATIFIED, THREE RAISED IT
§391	15908	UNKNOWN	NONE	1c17b2c8b		§391 — THE TWO FREED SEATS REFILLED PER §388: TE-CT3 AND TE-T2H DISPATCHED, BOTH STACKED (2026-08-22 ~18:25)
§392	15937	UNKNOWN	NONE	4a2d89a7f		§392 — OSR-10 COLLECTED: THE SCHEMA-10 MINT BUILT AND PROVEN; TERMINAL RED ON BOX CAPACITY, HONESTLY CLASSIFIE
§393	15980	UNKNOWN	NONE	d35c481f2		§393 — H8B COLLECTED: BOTH MEMBERS BUILT AND PROVEN; FOUR JUDGMENTS RATIFIED; A NEW STANDING LAW — ATTRIBUTION
§394	16024	UNKNOWN	NONE	fe98892c2		§394 — CT-3 COLLECTED: BUILT AND HOLDING; SEVEN JUDGMENTS RATIFIED; THE WARFAITH ATTRIBUTION FINDING BANKED FO
§395	16071	UNKNOWN	NONE	9432d5253		§395 — THE SCHEMA-10 MINT IS LANDED (THE 19TH LANDING); THE WINDOW IS CLOSED; RR-1 RE-DISPATCHED AT THE NEW TI
§396	16107	UNKNOWN	NONE	1ff62bc5f		§396 — THE FOURTH SEAT FILLED: TE-INVEVS DISPATCHED (DIAGNOSIS-ONLY, §374's CHARTER) (2026-08-22 ~20:05)
§397	16127	UNKNOWN	NONE	5df609432		§397 — CT-3 COMPLETE: TIP SUPERSEDED TO ba806682; THE AFTER BATTERIES GREEN; THE GATE-DEFERRAL RATIFIED; A NEW
§398	16159	UNKNOWN	NONE	872623e54		§398 — THE FREED SEAT REFILLED: TC-WEBSITE DISPATCHED (THE WEBSITE TRAIN'S CHARTER COMPILE, CHAIR-TIER) (2026-
§399	16175	UNKNOWN	NONE	10187b5c7		§399 — INV-EVS COLLECTED: THE DISPLACEMENT CONFIRMED ON BOTH SURFACES, A SECOND DEFECT FOUND, THE FORK RIPE FO
§400	16227	UNKNOWN	NONE	f5bac9456		§400 — FTH34 COLLECTED AND RULED: THE PROSE OVERCLAIMS; THE SHRINK-BACK RIDES THE WF-8 CAR; THE PRODUCER DOOR 
§401	16257	UNKNOWN	NONE	acdc2bcd5		§401 — POP2 COLLECTED: THE QUEUED DS-POP-2 ITEM IS A FALSE POSITIVE — RETIRED; THE REAL DEFECT IS THE FALSE CL
§402	16291	UNKNOWN	NONE	6dbcfc4db		§402 — THE WEBSITE TRAIN CHARTER RULED AS COMPILED: C1-C7 SIGNED, J1-J10 RATIFIED, TWO TRAINS CHARTERED; WEB-1
§403	16336	UNKNOWN	NONE	a5dd304a5		§403 — THE DISK-FULL EVENT: MACHINE-WIDE ENOSPC, CHAIR RECLAMATION EXECUTED; THREE COLLECTIONS RIDE THE SAME R
§404	16396	UNKNOWN	NONE	05d8b5597		§404 — WEB-1 GO ISSUED WITH THE WIDENED MIGRATION BILL; THE TREE-REUSE JUDGMENT RATIFIED; INDEX MAINTENANCE (2
§405	16434	UNKNOWN	NONE	5b3093dfc		§405 — T2H RECOMMITTED AND RE-PROVEN AT THE TIP; TWO NEW TRAP SPECIMENS BANKED; THE FRESH PIN EXECUTED (2026-0
§406	16461	UNKNOWN	NONE	e9a68c4cc		§406 — WEB-1's F1 CONFIRMED: THE SIGNED §1.2 PREDICATE AMENDED TO THE CONJUNCTION; ONE VERIFY GUARD ADDED (202
§407	16491	UNKNOWN	NONE	1af489b6c		§407 — RR-1 IS LANDED (THE 20TH LANDING); FIVE JUDGMENTS RATIFIED; RR-2 UNBLOCKED AND DISPATCHED; TWO MORE WEB
§408	16528	UNKNOWN	NONE	462f37417		§408 — WEB-1 COLLECTED GREEN; THE GUARD CLEAN; THE BILL WIDENED TO TEN GATES; THE PACKET MINT AUTHORITY GRANTE
§409	16566	UNKNOWN	NONE	830157478		§409 — WEB-4 COLLECTED GREEN; THE MEASURED SHAPE OVERRULED THE PREDICTED ONE; SIX JUDGMENTS RATIFIED; WEB-5 TA
§410	16602	UNKNOWN	NONE	105434732		§410 — WEB-1's PACKET MINTED; A NEW VALIDATOR LAW BANKED (RETROSPECTIVE MINTS CANNOT ENTER AT DRAFT); THE REBA
§411	16635	UNKNOWN	NONE	d7a182afa		§411 — WEB-6 COLLECTED GREEN; SIX JUDGMENTS RATIFIED; THE RESERVATION FLAG COORDINATED; THE FAMILY-FOUNDING DU
§412	16675	UNKNOWN	NONE	c5999955b		§412 — RR-2 COLLECTED; THE EXHIBIT POSTED (THE §374 ACT DISCHARGED, VETO WINDOW OPEN); THE LANDING GO ISSUED (
§413	16722	UNKNOWN	NONE	71fe9b39a		§413 — WEB-5 COLLECTED GREEN; THE EXPORTER VERDICT MEASURED (v4, ZERO MOTION); THE OPT-IN JUDGMENT RATIFIED; T
§414	16763	UNKNOWN	NONE	cfa62a0d0		§414 — A NEW LIVENESS TRAP NAMED: THE WRAPPER-TIMEOUT GATE KILL (TWO SPECIMENS IN ONE HOUR); RR-2's SILENT KIL
§415	16781	UNKNOWN	NONE	9196b14a4		§415 — WEB-7 COLLECTED GREEN (ALL 18 STEPS, ONE DETACHED INVOCATION); SIX JUDGMENTS RATIFIED; A STALE COMPILE 
§416	16821	UNKNOWN	NONE	f1e0e8984		§416 — RR-2 IS LANDED (THE 21ST LANDING): THE 933 DESCRIPTIONS SHIP; THE VETO WINDOW CLOSED UNVETOED; §414 COR
§417	16865	UNKNOWN	NONE	0f415c1f1		§417 — T2J COLLECTED: TOTAL SEALED EQUIVALENCE, THE SCC PINNED WITH A MINIMALITY PROOF, A DENOMINATOR DEFECT C
§418	16914	UNKNOWN	NONE	ba5bf3352		§418 — T2Bf IS LANDED (THE 22ND LANDING); THE SLOT PATTERN RATIFIED AS THE STANDARD; A DISPATCH-HYGIENE CORREC
§419	16948	UNKNOWN	NONE	d36fdd494		§419 — THE T2K COMPILE RULED: FOUR RAISED ITEMS ANSWERED, ELEVEN COMPILE JUDGMENTS RATIFIED; TE-T2K DISPATCHED
§420	16982	UNKNOWN	NONE	5c16a7f1c		§420 — CT-2 IS LANDED (THE 23RD LANDING): THE ENVELOPE READING REVERSED AT THE SLOT AND ATTRIBUTED POSITIVELY;
§421	17023	UNKNOWN	NONE	e1319604d		§421 — OWNER ORDER: THE MAP-PORT REMAINDER PARALLELIZED — TWO COMPILES DISPATCHED; THE ONE BLOCKER NAMED (2026
§422	17041	UNKNOWN	NONE	757e92125		§422 — T2K COLLECTED: BUILT AND GREEN AT 182 EFFECTIVE; EIGHT JUDGMENTS RATIFIED; THE WITHDRAWN-PROBE DISCIPLI
§423	17079	UNKNOWN	NONE	80a12ae51		§423 — THE DOMAIN DOOR RULED (§299.3c/§287.7 CLOSED): VERBS ARE THE STORE'S CENSUS, PAYLOADS ARE THE DOMAIN'S 
§424	17121	UNKNOWN	NONE	7f25f9d6f		§424 — H8B IS LANDED (THE 24TH LANDING); THE PRODUCERS CHARTER COLLECTED WITH THREE RESHAPING FINDINGS; CT-3's
§425	17160	UNKNOWN	NONE	62d893076		§425 — THE T2L COMPILE RULED: FIVE RAISED ITEMS ANSWERED; TE-T2L DISPATCHED (2026-08-23 ~12:00)
§426	17188	UNKNOWN	NONE	0982b5303		§426 — THE T2M COMPILE RULED: SIX RAISED ITEMS ANSWERED; A DOOR-BRIEF PREMISE CORRECTED; THE FOUR-RED WINDOW B
§427	17227	UNKNOWN	NONE	ee90b5140		§427 — THE SUCCESSION PREPARED (OWNER ACCOUNT SWITCH IMMINENT): HANDOFF REFRESHED THROUGH THIS ROW; LANES CHEC
§428	17256	UNKNOWN	NONE	508892d3d		§428 — T2L COLLECTED: BUILT AND GREEN AT 149 EFFECTIVE; THE THIRD RENAME SITE RATIFIED; THE SWEEP HONESTY NOTE
§429	17291	UNKNOWN	NONE	192d0321c		§429 — CT-3's §355 STOP HONORED; THE VARYING-CAST HUNT EXECUTES NOW, PHASE 1 = A SERIALIZED INSTRUMENTED TERMI
§430	17333	UNKNOWN	NONE	b70d9dd35		§430 — T2M COLLECTED: THE STRIP PROVEN LINE-BY-LINE, THE FOUR-RED WINDOW EXECUTED WITH ITS CONTROL, THE LAST M
§431	17371	UNKNOWN	NONE	2f5d607a4		§431 — OWNER ORDER: THE UNDERCITY TRAIN STARTS — TC-UNDERCITY DISPATCHED (2026-08-23 ~19:00)
§432	17389	UNKNOWN	NONE	4add642bf		§432 — CT-3 IS LANDED (THE 25TH LANDING) AND THE §355 HUNT IS CLOSED: THE VARYING-CAST CONTAMINATION HYPOTHESI
§433	17428	UNKNOWN	NONE	6a1fea087		§433 — THE PRODUCER CHARTER RULED (C1-C6 SIGNED, J1-J8 RATIFIED); TWO EXECUTORS DISPATCHED; THE UNDERCITY CHAR
§434	17481	UNKNOWN	NONE	e98b5a10f		§434 — T2R's S0 STOP RULED: THE CHANNEL-1 ERASURE FINDING CONFIRMED (THE ENGINE'S DEMOTING WRITE DESTROYS THE 
§435	17526	UNKNOWN	NONE	c8a1333f6		§435 — OWNER ORDER: THE DWELLINGS PROGRAM ARCHITECTED — docs/DESIGN_DWELLINGS_PROGRAM.md LANDED ON THE LEDGER 
§436	17550	UNKNOWN	NONE	2d636c579		§436 — OWNER ORDER: THE MAP PROGRAM'S BUILD PATH TRANSPOSED ONTO DW, WITH CONSTRUCTION-HISTORY RESEARCH AS ITS
§437	17572	UNKNOWN	NONE	22925eb07		§437 — OWNER ORDER: THE DWELLINGS WORK INTEGRATED INTO THE SEQUENCE — RESEARCH RUNS NOW, SANDBOX IN THE ENDGAM
§438	17593	UNKNOWN	NONE	7e91e6dc2		§438 — OWNER ORDER: THE DW RESEARCH EXPANDED TO COMPREHENSIVE PER-INSTITUTION SCOPE, INCLUDING MAGICAL INSTITU
